platform,country,handle,platform_account_id,name,profile_url,content_categories,followers,average_engagement_rate,source_rank,source_url
YouTube,DE,,UCwIgPuUJXuf2nY-nKsEvLOg,AirwaveMusicTV,https://www.youtube.com/channel/UCwIgPuUJXuf2nY-nKsEvLOg,,3200000,,42,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCN-IThhgJxrO07kNEqLnpRw,BBlocks,https://www.youtube.com/channel/UCN-IThhgJxrO07kNEqLnpRw,,3200000,,43,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCry39FTohgDCCSR9pVyFDzg,Merry Margo Live,https://www.youtube.com/channel/UCry39FTohgDCCSR9pVyFDzg,,3200000,,44,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UC1XrG1M_hw8103zO2x-oivg,Galileo,https://www.youtube.com/channel/UC1XrG1M_hw8103zO2x-oivg,,3200000,,45,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,keluargabahagiadijerman,Keluarga Bahagia Di Jerman,https://www.youtube.com/channel/keluargabahagiadijerman,,3100000,0.5%,46,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCA_DdzBmf5yNaxMpVGwZV4g,Mascha und der Bär,https://www.youtube.com/channel/UCA_DdzBmf5yNaxMpVGwZV4g,,3100000,,47,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCbDNCzgdLlvYY9dk5M8063A,BangerChannel,https://www.youtube.com/channel/UCbDNCzgdLlvYY9dk5M8063A,,3000000,0.6%,48,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCT4Jg8h03dD0iN3Pb5L0PMA,DW Español,https://www.youtube.com/channel/UCT4Jg8h03dD0iN3Pb5L0PMA,,3000000,,49,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCoxg3Kml41wE3IPq-PC-LQw,Nuclear Blast Records,https://www.youtube.com/channel/UCoxg3Kml41wE3IPq-PC-LQw,,3000000,,50,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCpywdT36luPBzjrEN-z9nvw,The Promise Official,https://www.youtube.com/channel/UCpywdT36luPBzjrEN-z9nvw,,3000000,,51,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCZkcxFIsqW5htimoUQKA0iA,FC Bayern Munich,https://www.youtube.com/channel/UCZkcxFIsqW5htimoUQKA0iA,,2900000,,52,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCVZlxkKqlvVqzRJXhAGq42Q,JoergSprave,https://www.youtube.com/channel/UCVZlxkKqlvVqzRJXhAGq42Q,,2900000,0.2%,53,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCaR5mgH9aZkswPQtjZ4DktA,iCrimax,https://www.youtube.com/channel/UCaR5mgH9aZkswPQtjZ4DktA,,2900000,0.3%,54,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UC5ZkRnYd3__WBBGnAnWO9Cg,Shirin David,https://www.youtube.com/channel/UC5ZkRnYd3__WBBGnAnWO9Cg,,2900000,,55,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCLm6s42r_wCbBX0QqXNCTwg,LeFloid,https://www.youtube.com/channel/UCLm6s42r_wCbBX0QqXNCTwg,Video Gaming,2800000,,56,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCZm0b1gRMptZYrquAIRnw4Q,Elif Karaman,https://www.youtube.com/channel/UCZm0b1gRMptZYrquAIRnw4Q,,2800000,,57,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UC-4Tzd5lIRU7lcv7_5OO01Q,unsympathischTV,https://www.youtube.com/channel/UC-4Tzd5lIRU7lcv7_5OO01Q,,2800000,,58,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCqD3OnFZJmKxXPhM-ScDK4w,JONAS,https://www.youtube.com/channel/UCqD3OnFZJmKxXPhM-ScDK4w,,2800000,0.4%,59,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCXDi1F7Q-cJQ4mGGavtfYRQ,inscope21,https://www.youtube.com/channel/UCXDi1F7Q-cJQ4mGGavtfYRQ,,2700000,2.3%,60,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCHJBoCDxaCTRrwCHXEBA-BA,Mady Morrison,https://www.youtube.com/channel/UCHJBoCDxaCTRrwCHXEBA-BA,Fitness,2700000,0.5%,61,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCppK6hGo5L-dmrryG5T0K0Q,SpontanaBlack,https://www.youtube.com/channel/UCppK6hGo5L-dmrryG5T0K0Q,,2700000,0.5%,62,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCnWPDVXTezqRZMTqmnthgPg,DieLochis,https://www.youtube.com/channel/UCnWPDVXTezqRZMTqmnthgPg,,2700000,,63,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCeJIbOka3ZF8TSWT_-kHmSA,Capital Bra,https://www.youtube.com/channel/UCeJIbOka3ZF8TSWT_-kHmSA,,2700000,,64,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCGh8tmH9x9njaI2mXfh2fyg,CrhymeTV,https://www.youtube.com/channel/UCGh8tmH9x9njaI2mXfh2fyg,,2600000,,65,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCOL10n-as9dXO2qtjjFUQbQ,KinoCheck,https://www.youtube.com/channel/UCOL10n-as9dXO2qtjjFUQbQ,,2600000,,66,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCevZwmyXBFvHhV7m3k-XylA,FunChannel,https://www.youtube.com/channel/UCevZwmyXBFvHhV7m3k-XylA,,2600000,,67,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCMOgdURr7d8pOVlc-alkfRg,xKito Music,https://www.youtube.com/channel/UCMOgdURr7d8pOVlc-alkfRg,,2600000,,68,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCMgE5ns0gsEvbYiiCwnyaDA,marsgizmo,https://www.youtube.com/channel/UCMgE5ns0gsEvbYiiCwnyaDA,,2500000,0.6%,69,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCfeNmPbGRF6dkPt04HIl25A,iBlali,https://www.youtube.com/channel/UCfeNmPbGRF6dkPt04HIl25A,,2500000,0.8%,70,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCGWpyCX6k5q-4NzkyNtgEQA,urbanamadei,https://www.youtube.com/channel/UCGWpyCX6k5q-4NzkyNtgEQA,Sports,2500000,,71,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCdo4IIRJlEaln7ZHZHzFNIw,Arazhul,https://www.youtube.com/channel/UCdo4IIRJlEaln7ZHZHzFNIw,,2500000,,72,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCqwGaUvq_l0RKszeHhZ5leA,PietSmiet,https://www.youtube.com/channel/UCqwGaUvq_l0RKszeHhZ5leA,,2500000,,73,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCrSZS36d39sB4kItL5odLgA,Like Nastya DE,https://www.youtube.com/channel/UCrSZS36d39sB4kItL5odLgA,,2500000,,74,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCDW1yldFKWrfjrr78aP5Nkw,Leeroy will's wissen!,https://www.youtube.com/channel/UCDW1yldFKWrfjrr78aP5Nkw,,2400000,,75,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UC2qn0BbyTywWCuAy1f1ecfg,Naomi Jon,https://www.youtube.com/channel/UC2qn0BbyTywWCuAy1f1ecfg,,2400000,3.2%,76,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCzGEGjOCbgv9z9SF71QyI7g,asmr zeitgeist,https://www.youtube.com/channel/UCzGEGjOCbgv9z9SF71QyI7g,,2400000,1.4%,77,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCLFJxkc6mv0Mj6N49MHyK2Q,Mayapolarbear,https://www.youtube.com/channel/UCLFJxkc6mv0Mj6N49MHyK2Q,,2400000,,78,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCG0E3naN7D-bgldOJvGHbtg,Julia Beautx,https://www.youtube.com/channel/UCG0E3naN7D-bgldOJvGHbtg,Food and Drink,2400000,0.8%,79,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCnO5ygba3vsJG9IeZLndaTQ,3D VR 360 VIDEOS,https://www.youtube.com/channel/UCnO5ygba3vsJG9IeZLndaTQ,,2400000,,80,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCczKrLf-GTXBo1ThoiILP0A,Made My Day,https://www.youtube.com/channel/UCczKrLf-GTXBo1ThoiILP0A,,2300000,,81,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UC0_LJ1oJtR5keARJWupA3_g,The Voice of Germany - Offiziell,https://www.youtube.com/channel/UC0_LJ1oJtR5keARJWupA3_g,,2300000,,82,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCOM2W7YxiXPtKobhrYasZDg,RC RC RC!!!,https://www.youtube.com/channel/UCOM2W7YxiXPtKobhrYasZDg,,2300000,,83,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UC1-VOKyTJrgLiBeiJqzeIUQ,JP Performance GmbH,https://www.youtube.com/channel/UC1-VOKyTJrgLiBeiJqzeIUQ,,2300000,,84,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCPAoLHiPHbNzDlcTLh5NJjw,عالم الكيك,https://www.youtube.com/channel/UCPAoLHiPHbNzDlcTLh5NJjw,,2300000,,85,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UC38r7_x7oMPAZweB2fvGDXQ,Rapid Liquid,https://www.youtube.com/channel/UC38r7_x7oMPAZweB2fvGDXQ,,2200000,,86,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCyCs6M3YClp90wqwcnnEmOw,Khalid Alnaimi خالد النعيمي,https://www.youtube.com/channel/UCyCs6M3YClp90wqwcnnEmOw,Marketing and Advertising,2200000,0.8%,87,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCpNzWUlO6PVb_v7chefBnig,GalileoRU,https://www.youtube.com/channel/UCpNzWUlO6PVb_v7chefBnig,,2200000,,88,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCx5M8lD4NWfoDERFXy3MtyA,ToysMyToys,https://www.youtube.com/channel/UCx5M8lD4NWfoDERFXy3MtyA,,2200000,,89,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,avivehd,AviveHD,https://www.youtube.com/channel/avivehd,,2100000,0.2%,90,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCXL8AQAyGu-g2YSG7QzDBIg,GÜLSÜMÜN SARAYI TV,https://www.youtube.com/channel/UCXL8AQAyGu-g2YSG7QzDBIg,,2100000,,91,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UC6Gc4KQ1ueDnh8x7plaAD3w,Trymacs,https://www.youtube.com/channel/UC6Gc4KQ1ueDnh8x7plaAD3w,,2100000,0.4%,92,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCh2Nc3OwjSwuXrUdFNXqFbQ,Gewitter im Kopf - Leben mit Tourette,https://www.youtube.com/channel/UCh2Nc3OwjSwuXrUdFNXqFbQ,,2100000,0.2%,93,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,fritzmeinecke,Fritz Meinecke,https://www.youtube.com/channel/fritzmeinecke,,2100000,1.7%,94,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCqcWNPTUVATZt0Dlr2jV0Wg,Mois,https://www.youtube.com/channel/UCqcWNPTUVATZt0Dlr2jV0Wg,,2100000,,95,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCHAQPpmpJqY50V046kQ63Mw,Little Baby Bum Deutsch,https://www.youtube.com/channel/UCHAQPpmpJqY50V046kQ63Mw,,2100000,,96,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCvGh4HT9ySBoURt0zSpC0Nw,CrispyRob,https://www.youtube.com/channel/UCvGh4HT9ySBoURt0zSpC0Nw,,2000000,0.7%,97,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UC5xIZOXLw-dd617GoPPDgbw,Aysha Siddika,https://www.youtube.com/channel/UC5xIZOXLw-dd617GoPPDgbw,,2000000,,98,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCGWSzxsb4UXsQf_FRQ7rR1g,Joey's Jungle,https://www.youtube.com/channel/UCGWSzxsb4UXsQf_FRQ7rR1g,,2000000,2.8%,99,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,DE,,UCPNqPbXJHMvrH3NwRKKR5IQ,Sallys Welt,https://www.youtube.com/channel/UCPNqPbXJHMvrH3NwRKKR5IQ,,2000000,,100,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@davidbeckham,,David Beckham,https://www.instagram.com/davidbeckham/,Sports Soccer Public Figure,87000000,0.64%,1,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@emmawatson,,Emma Watson,https://www.instagram.com/emmawatson/,Entertainment and Music Fashion and Accessories Education Celebrity,75400000,1.41%,2,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@tomholland2013,,Tom Holland,https://www.instagram.com/tomholland2013/,Entertainment and Music Acting and Drama Actors,66500000,4.52%,3,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@milliebobbybrown,,Millie Bobby Brown,https://www.instagram.com/milliebobbybrown/,Celebrity Actors,63300000,0.02%,4,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@adele,,Adele,https://www.instagram.com/adele/,Singer Music,55900000,4.14%,5,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@zayn,,Zayn Malik,https://www.instagram.com/zayn/,Entertainment and Music Music Singer Musician,52200000,5.09%,6,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@teddysphotos,,Ed Sheeran,https://www.instagram.com/teddysphotos/,Entertainment and Music Music Songwriting Singer,46900000,0.81%,7,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@liverpoolfc,,Liverpool Football Club,https://www.instagram.com/liverpoolfc/,Sports Soccer,44300000,0.39%,8,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@caradelevingne,,Cara Delevingne,https://www.instagram.com/caradelevingne/,Fashion and Accessories Modeling Actor,42100000,0.55%,9,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@jasonstatham,,Jason Statham,https://www.instagram.com/jasonstatham/,Luxury Photography Art,40500000,2.4%,10,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@lewishamilton,,Lewis Hamilton,https://www.instagram.com/lewishamilton/,Sports Racing Formula1 Riders,35300000,3.01%,11,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@victoriabeckham,,Victoria Beckham,https://www.instagram.com/victoriabeckham/,Fashion and Accessories Beauty and Self Care Product Showcase Modeling,32700000,0.07%,12,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@arsenal,,Arsenal,https://www.instagram.com/arsenal/,Sports Soccer Sports Team Creators & Celebrities,27700000,0.36%,13,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@henrycavill,,Henry Cavill,https://www.instagram.com/henrycavill/,Art,27200000,5.77%,14,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@miakhalifa,,Mia K.,https://www.instagram.com/miakhalifa/,Entertainment and Music Celebrity Actors,26900000,2.54%,15,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@liampayne,,Liam Payne,https://www.instagram.com/liampayne/,Sports Singer,26800000,4.41%,16,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@raphaelvarane,,Raphael Varane,https://www.instagram.com/raphaelvarane/,Sports Soccer,23200000,0.72%,17,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@onedirection,,One Direction,https://www.instagram.com/onedirection/,Entertainment and Music Music Band Rock,22600000,17.92%,18,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@rosiehw,,Rosie HW,https://www.instagram.com/rosiehw/,Beauty and Self Care Fashion and Accessories Modeling Entrepreneur,19800000,1.25%,19,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@perrieedwards,,Perrie 🖤,https://www.instagram.com/perrieedwards/,Entertainment and Music Beauty and Self Care Singer Music,19400000,1.24%,20,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@louist91,,Louis Tomlinson,https://www.instagram.com/louist91/,Music Shopping,18200000,3.46%,21,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@littlemix,,Little Mix,https://www.instagram.com/littlemix/,Music,17600000,1.29%,22,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@gordongram,,Gordon Ramsay,https://www.instagram.com/gordongram/,Food Chef,17100000,0.31%,23,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@marcusrashford,,Marcus Rashford MBE,https://www.instagram.com/marcusrashford/,Sports Soccer,17000000,2.6%,24,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@spursofficial,,Tottenham Hotspur,https://www.instagram.com/spursofficial/,Sports Sports Team Creators & Celebrities,16300000,0.15%,25,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@ritaora,,RITA ORA,https://www.instagram.com/ritaora/,Entertainment and Music Music Modeling,16100000,0.27%,26,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@naomi,,Dr .🧿Naomi Campbell,https://www.instagram.com/naomi/,Fashion and Accessories Celebrity Actors Entertainment,16000000,0.4%,27,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@harrykane,,Harry Kane,https://www.instagram.com/harrykane/,Sports Soccer,15200000,0.8%,28,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@jayshetty,,Jay Shetty,https://www.instagram.com/jayshetty/,Education Upskilling Entertainment and Music Parenting,14900000,0.82%,29,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@samsmith,,SAM SMITH,https://www.instagram.com/samsmith/,Entertainment and Music Modeling Music,14600000,0.91%,30,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@sophiet,,S O P H I E T U R N E R,https://www.instagram.com/sophiet/,Fashion Writers Modeling,14500000,5.07%,31,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@jessiej,,Jessie J,https://www.instagram.com/jessiej/,Music Singer Songwriting,14000000,0.69%,32,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@juliaanalvarez,,Julián Alvarez🕷,https://www.instagram.com/juliaanalvarez/,Sports,14000000,9.99%,33,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@emi_martinez26,,Emi Martinez,https://www.instagram.com/emi_martinez26/,,13700000,4.16%,34,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@iamamyjackson,,Amy Jackson,https://www.instagram.com/iamamyjackson/,Entertainment and Music Celebrity Modeling Styling,13600000,0.46%,35,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@ksi,,KSI,https://www.instagram.com/ksi/,Business and Finance Lifestyle Actors Music,13200000,0.11%,36,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@sophiedee,,Sophie Dee,https://www.instagram.com/sophiedee/,Celebrity Actors Celebrities,12900000,0.87%,37,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@nof.ad,,Nof,https://www.instagram.com/nof.ad/,Sports Celebrities,12700000,3.51%,38,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@kanik4kapoor,,Kanika Kapoor,https://www.instagram.com/kanik4kapoor/,Fashion and Accessories Singer Music Songwriting,12600000,1.52%,39,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@t22felton,,Tom Felton,https://www.instagram.com/t22felton/,Entertainment and Music,12100000,1.85%,40,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@stevengerrard,,Steven Gerrard,https://www.instagram.com/stevengerrard/,Sports Soccer,11700000,0.56%,41,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@twhiddleston,,Tom Hiddleston,https://www.instagram.com/twhiddleston/,Acting and Drama Actors,11400000,8.4%,42,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@mercedesamgf1,,Mercedes-AMG PETRONAS F1 Team,https://www.instagram.com/mercedesamgf1/,Sports Cars Racing Mercedes,11300000,0.44%,43,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@calvinharris,,Calvin Harris,https://www.instagram.com/calvinharris/,Entertainment and Music Music Producers Singer,11300000,0.81%,44,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@sterling7,,Raheem Sterling x 😇,https://www.instagram.com/sterling7/,Sports Personal Finance Soccer,10800000,1.84%,45,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@jadethirlwall,,jade amelia thirlwall,https://www.instagram.com/jadethirlwall/,Entertainment and Music Singer Dance,10600000,1.59%,46,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@edwestwick,,Ed Westwick,https://www.instagram.com/edwestwick/,Entertainment and Music Actors Music Lifestyle,10500000,1.08%,47,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@anyataylorjoy,,Anya Taylor-Joy,https://www.instagram.com/anyataylorjoy/,Entertainment and Music Actors Modeling Singer,10000000,9.29%,48,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@england,,England football team,https://www.instagram.com/england/,Sports,9800000,0.32%,49,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@maisie_williams,,Maisie Williams,https://www.instagram.com/maisie_williams/,Entertainment and Music Modeling TV Shows Actors,9800000,1.19%,50,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@tomhardy,,Tom Hardy,https://www.instagram.com/tomhardy/,Actors,9700000,0.94%,51,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@jesselingard,,JLingz,https://www.instagram.com/jesselingard/,Sports Soccer,9500000,1.95%,52,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
Instagram,UK,@officialtomellis,,Tom Ellis,https://www.instagram.com/officialtomellis/,Entertainment and Music Celebrity Actors,9400000,2.23%,53,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
